"terbiye-i diniye","dinî eğitim, ahlâkî terbiye"
"terbiye-i medeniye","çağdaş eğitim"
"ulvî","yüce, büyük"
"zâhirî","dış görünüşteki"
"zevce","eş, hanım"
"ziyade","çok, fazla"
"âdâb-ı İslâmiyet","İslâmiyetin terbiye kuralları"
"bahtiyar","talihli, mutlu"
"bedbaht","talihsiz, bahtsız"
"cihet","yön"
"daire-i şeriat","Allah tarafından bildirilen emir ve yasaklara dayanan hükümlerin bulunduğu daire"
"dünyevî","dünyaya ait"
"ebedî","sonsuz"
"elhasıl","kısaca, özetle"
"emniyet","güven"
"fantaziye","eğlence, zevk ve heveslere hitap eden davranışlar"
"fenalık","kötülük, çirkinlik"
"fısk","günah"
"fıtrat","yaratılış, mizaç"
"hakikî","gerçek"
"hilkat","yaratılış"
"hukuk","haklar"
"ıslah","düzeltme, iyileştirme"
"ihlâs","içten ve karşılık beklemeden yapılan davranış, samimiyet"
"inkişaf","açığa çıkma, gelişme"
"istiskal etmek","ağır bulmak, sıkılmak"
"iştirak etmek","katılmak"
"itaat","emre uyma, boyun eğme"
"itibarıyla","açısından"
"ittibâ etmek","tâbi olmak, uymak"
"ittiham","suçlama"
"mâsum","günahsız, saf"
"meal","anlam"
"mecbur","zorunlu"
"muhafaza etmek","korumak, saklamak"
"mühim","önemli"
"mütedeyyin","dinin emirlerini eksiksiz yerine getiren, dindar"
"nâmahrem","nikahlanmanın haram olmadığı kişi, yabancı kişi"
"nazar","bakış"
"saadet","mutluluk"
"saadet-i dünyeviye","dünyaya ait mutluluk"
"saadet-i uhreviye","âhiret hayatındaki mutluluk"
"sadakat","içten bağlılık"
"seciye","karakter, üstün özellik"
"sefahet","yasak zevk ve eğlenceye düşkünlük"
"suret","biçim, şekil"
"şefkat","içten ve karşılık beklemeden duyulan merhamet, sevgi"
"teşvik etmek","yönlendirmek, özendirmek"
"uhrevî","âhirete ait"
"ulvî","yüce, büyük"
"vazife-i ailevî","aile ile ilgili görev"
"vecih","yön"
"veyl","yazık"
"zaafiyet","zayıflık, güçsüzlük"
"zevc","erkek eş, koca"
"zevce","eş, hanım"
"zîrüzeber olmak","alt üst, darma dağınık olmak"
"âmin","“Allahım kabul eyle”"
"aziz","çok değerli, izzetli"
"daire-i meşrua","dinin uygun gördüğü helâl daire"
"daire-i terbiye-i İslâmiye","İslâmiyetin terbiye dairesi"
"elem","acı, keder"
"evlât","çocuklar"
"ezcümle","örneğin"
"fısk","günah"
"fıtrat","yaratılış, mizaç"
"fıtraten","yaratılış itibariyle"
"frenkmeşrep","Avrupalıları taklit eden"
"Gençlik Rehberi","Risale-i Nur içinde bulunan gençlere ait meselelerden oluşan bir kitapçık"
"hadisat","hâdiseler, olaylar"
"hakikat","gerçek"
"hâmisiz","koruyucusuz"
"hane","ev"
"haricinde","dışında"
"haysiyet-i İslâmiye","İslâmiyetin değeri, şerefi"
"hemşire","kız kardeş"
"ıslah olmak","kötülüklerden kurtulup doğru yolu bulmak"
"ifsad eden","bozan"
"iktifâ etmek","yetinmek"
"iktisat","tutumlu olma"
"inşaallah","Allah izin verirse"
"kabiliyet","yetenek"
"kanaat getirmek","elindekiyle yetinmek"
"kanaat","Allah’ın nasip ettiği rızka razı olma, yetinme"
"kat’iyen","kesin olarak"
"komite","heyet, komisyon"
"Küçük Sözler","Sözler kitabı içerisinden alınmış olan bazı bölümlerden oluşan kitapçık"
"mahlûk","yaratılmış, varlık"
"mahrem","gizliliği olan"
"mahsus","has, özel"
"maişet","geçim"
"mâsum","günahsız, temiz, saf"
"mâsûmâne","suçsuz, günahsız bir biçimde"
"menşe","kaynak"
"mes’ut","mutlu"
"meşakkat","güçlük, zorluk"
"muhafaza","koruma, saklama"
"mübarek","hayırlı"
"münasip","uygun"
"müracaat etmek","başvurmak"
"nafaka","geçim için gerekli olan şey"
"nevi","çeşit, tür"
"nükte","ince ve derin anlamlı söz"
"rıza","hoşnutluk"
"sefahat","yasak zevk ve eğlenceye düşkünlük"
"şer","kötülük"
"şeref-i milliye","millete ait şeref"
"tafsilât","ayrıntılar"
"tahakküm","baskı, zorbalık"
"taife-i nisâiye","kadınlar topluluğu"
"terbiye","eğitim, yetiştirme"
"vukuat","meydana gelen olaylar"
"ziyade","çok, fazla"
"a’mâl-i saliha","dinin emir ve yasaklarına uygun davranışlar"
"aynelyakîn","gözle görerek kesin bilgi edinme"
"bedel","karşılık"
"cerh etmek","çürütmek"
"dalâlet","hak yoldan sapkınlık, inkârcılık"
"ehl-i vukuf","bilirkişi"
"elem","acı, keder"
"esbab","sebepler"
"evlât","çocuklar"
"Gençlik Rehberi","Risale-i Nur içinde bulunan gençlere ait meselelerden oluşan bir kitapçık"
"hakikat","doğru gerçek"
"hakikî","gerçek"
"hayat-ı dünyeviye","dünya hayatı"
"hemşire","kız kardeş"
"hissedar","pay sahibi"
"iktifâ etmek","yetinmek"
"kaide","kural, prensip"
"kat’î","kesin"
"kat’iyen","kesin olarak"
"Küçük Sözler","Sözler kitabı içerisinden alınmış olan bazı bölümlerden oluşan kitapçık"
"mâsum","günahsız, temiz, saf"
"muannit","inatçı"
"mûcibince","gereğince"
"muteriz","itiraz eden"
"mübarek","uğurlu, hayırlı"
"müsaade etmek","izin vermek"
"Nur şakirtleri","Risale-i Nur talebeleri"
"perişaniyet","perişanlık"
"sefahet","yasak zevk ve eğlenceye düşkünlük"
"şedit","şiddetli"
"tashihat","bir eser üzerinde, yanlışları gidermek amacıyla yapılan düzeltmeler"
"Tesettür Risalesi","24. Lem’a örtünmeyle ilgili olan kitapçık"
"vaziyet","durum"
"ziyade","çok, fazla"
"beyan etmek","açıklamak"
"devâ","ilâç, çare"
"fevkinde","üstünde"
"fıtrî","doğal"
"hakikî","asıl, gerçek"
"hâtırât","hatıralar, düşünceler"
"hususan","bilhassa, özellikle"
"ibâre","cümle, ifade"
"icmâlen","kısaca"
"ihtar","hatırlatma, uyarı"
"itizar","özür dileme"
"iyâdetü’l-marîz","hastayı ziyâret etme"
"lem’a","parıltı"
"makam","konum"
"merhem","ilaç"
"muhalif","zıt, ters düşen"
"musibetzede","belâya, sıkıntıya düşmüş olan kimse"
"müsvedde-i evvel","ilk müsvedde, ilk karalama"
"müşevveş kalmak","karışık, düzensiz kalmak"
"nâfi","faydalı"
"nâhoş","hoşa gitmeyen"
"nazardan geçirmek","gözden geçirmek"
"nev-i beşer","insanlar"
"risale","Risale-i Nur’u oluşturan bölümlerden her birisi"
"suret","biçim, şekil"
"sür’at","hız"
"tashihat","bir eser üzerinde, yanlışları gidermek amacıyla, yayın öncesi yapılan düzeltmeler"
"telif etmek","eser yazmak"
"teşkil eden","oluşturan"
"tetkikat","incelemeler"
"umum","genel"
"zarfında","içinde"
"acz","güçsüzlük"
"belâ","büyük sıkıntı"
"biçare","çaresiz, zavallı"
"cihazat","cihazlar, donanımlar"
"darbımesel","atasözü"
"derman","ilâç"
"devâ","ilâç, çare"
"ednâ","en aşağı"
"firak","ayrılık"
"gaflet","sorumsuzluk, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"Hâlık-ı Rahîm","sınırsız rahmet sahibi ve bütün varlıkların yaratıcısı olan Allah"
"hâlis","samimi"
"iltica etmek","sığınmak"
"kâmil","mânevî mertebelerde yükselip olgunlaşan"
"keder","sıkıntı, üzüntü"
"keşfiyat-ı sadıka","doğru keşifler; manevî âlemlerde bazı olayları ve hakikatleri görme"
"malûm","bilinen"
"mazhar olmak","erişmek, sahip olmak"
"menfi","olumsuz, negatif"
"meşakkat","güçlük, zorluk"
"meyvedar","verimli, meyve veren"
"musibet","belâ, büyük sıkıntı"
"musibetzede","belâya, sıkıntıya düşmüş olan kimse"
"mü’min","Allah’a ve Ondan gelen herşeye inanan"
"müsbet","olumlu, pozitif"
"mütemadiyen","sürekli olarak"
"nevi","çeşit"
"nisbeten","kıyasla"
"niyaz","dua, yalvarma"
"rivâyât-ı sahiha","Peygamber Efendimize (a.s.m.) ait olduğu kesin olarak biline rivayet, hadis"
"riyâ","gösteriş, başkalarına iyi görünme"
"sâbir","sabreden"
"safâ","rahat ve huzur"
"sermaye","servet, varlık"
"şâkir","şükreden"
"şekvâ etmek","şikâyet etmek"
"tahammülsüz","dayanıksız"
"teşekkî etmek","şikayet etmek"
"vasıtasıyla","aracılığıyla"
"zaaf","zayıflık"
"zayi olmak","kaybolup gitmek"
"zeval","gelip geçici olma"
"zîhayat","canlı"
"âfiyet","sağlık"
"âhiret","öldükten sonra yaşanacak olan sonsuz hayat"
"âzâ","uzuvlar, organlar"
"azîm","büyük"
"bâd-i hevâ","boşu boşuna"
"cihazat","cihazlar, organlar"
"cihet","yön"
"cisim","beden"
"daimî","devamlı, sürekli"
"devâ","ilâç, çare"
"ebedî","sonsuz"
"envâ-i san’at","san’at türleri"
"esmâ-i hüsnâ","Allah’ın sınırsız güzellikteki isimleri"
"gaflet","sorumsuzluk, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"hâlât","durumlar, hâller"
"hulle","elbise"
"ikaz edici","uyarıcı"
"insafsızlık","vicdansızlık"
"kıymettar","değerli"
"lâyemut","ölümsüz"
"mâhir","hünerli, sanatkâr"
"maksat","amaç, gaye"
"mâlik","sahip"
"merhamet","acıma, şefkat"
"miskin","fakir, zavallı"
"mukabil","karşılık"
"murassâ","kıymetli taşlarla süslenmiş"
"mülk","sahip olunan şey"
"mürşid","irşad edici, doğru yol gösteren"
"nakış","işleme, süsleme"
"nâsih","nasihat eden"
"nokta-i nazar","bakış açısı"
"nuranî","nurlu, parlak"
"saadet","mutluluk"
"san’atkâr","sanatçı, usta"
"Sâni-i Zülcelâl","büyüklük ve haşmet sahibi olan ve her şeyi san’atlı bir şekilde yaratan Allah"
"sarf etmek","harcamak"
"sermaye","servet, varlık"
"sermaye-i ömür","ömür sermayesi"
"servet","zenginlik"
"sıhhat","sağlık"
"şekvâ","şikâyet"
"şükür","Allah’a karşı minnet duyma, teşekkür etme"
"tasarruf etmek","dilediği gibi kullanmak ve yönetmek"
"tezgâh","satış yapılan yer"
"vaziyet","durum, hâl"
"âhiret","öldükten sonra yaşanacak olan sonsuz hayat"
"ahkâm","hükümler, esaslar"
"aleyhinde","karşısında"
"dahilinde","içerisinde"
"devâ","ilâç, çare"
"elemli","acı veren, üzücü"
"esmâ","Allah’ın isimleri"
"gaflet","sorumsuzluk, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"Hâlık-ı Rahîm","sınırsız rahmet sahibi ve bütün varlıkların yaratıcısı olan Allah"
"harap etmek","yıkmak"
"hayat-ı dünyeviye","dünya hayatı"
"hayat-ı ebediye","sonsuz hayat, âhiret hayatı"
"hayvânî","hayvansal"
"hediye-i Rahmânî","Acıma ve merhamet sahibi Allah’ın hediyesi"
"hevesat","heves ve arzular"
"hikmet","bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"ihsan-ı İlâhî","Allah’ın ihsanı, ikramı, bağışı"
"ihtar etmek","uyarmak, hatırlatmak"
"inşaallah","Allah izin verirse"
"lem’a","parıltı"
"liyakat","layık olma"
"maraz","hastalık"
"menzil","ev, mekân"
"musibet","belâ, büyük sıkıntı"
"münasebetiyle","vesilesiyle, sebebiyle"
"müptelâ","bağımlı, düşkün"
"nisbeten","kıyasla"
"rahmet","İlâhî şefkat, merhamet"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"safâ","rahat, huzur"
"sair","diğer, başka"
"sıhhat","sağlık, sağlamlık"
"Şâfî","yarattıklarına şifa verip iyileştiren Allah"
"şefkat","içten ve karşılık beklemeden duyulan merhamet, sevgi"
"şifa vermek","iyileştirmek"
"şuâ","ışık, parıltı"
"şuâât","şuâlar, ışıklar, parıltılar"
"tahammül","dayanma, katlanma"
"tahattur etmek","hatırlamak"
"tecrübe","deneyim"
"teşekkî eden","şikâyet eden"
"tevahhuş etmek","korkmak, ürkmek"
"uhrevî","ahirete ait"
"zâhirî","dış görünüşte"
"acz","güçsüzlük"
"daimî","devamlı, sürekli"
"devâ","ilâç, çare"
"elem","keder, üzüntü"
"Elhamdü lillah","Allah’a hamd olsun"
"esef","üzüntü, acı"
"feryat","bağırıp çağırma"
"fıtrî","doğal, yaratılıştan gelen"
"firak","ayrılık"
"gayr-ı meşru","helâl olmayan, dine aykırı"
"halâs","kurtulma, kurtuluşa erme"
"hasret","üzüntü, iç çekme"
"haşiye","dipnot"
"ıztırap","acı"
"ihtar etmek","hatırlatmak, uyarmak"
"ikazat","uyarılar"
"irsiyet","miras"
"istikbal","gelecek"
"lem’a","parıltı"
"lisan","dil"
"Mâlik","her şeyin gerçek sahibi olan Allah"
"mânâ","anlam"
"mertebe","derece, makam"
"muhtelif","çeşitli"
"musibet","belâ, büyük sıkıntı"
"musibetli","sıkıntılı"
"muvakkat","geçici"
"müsait","uygun"
"netice","son, sonuç"
"safâ","rahat ve huzur"
"suret","biçim, şekil"
"şekvâ","şikayet, yakınma"
"şükür","Allah’a karşı minnet duyma, teşekkür etme"
"tahattur etmek","hatırlamak"
"takattur etmek","damlalar hâlinde süzülmek"
"terkip edilmek","oluşturulmak, meydana getirilmek"
"vâ hasretâ vâ esefâ","“Yazıklar olsun, esefler olsun”"
"vücut","beden"
"yâ Hû","ey Allah’ım"
"zevâl","gelip geçicilik, yok olmuş"
"âfiyet","sağlık, selâmet"
"âhiret","öldükten sonra yaşanacak olan sonsuz hayat"
"bahane","gerekçe, mazeret"
"bilâkis","tersine"
"cihazat","cihazlar, organlar"
"cihet","yön"
"devâ","ilâç, çare"
"ehl-i hakikat","gerçeği bulup onun peşinden gidenler"
"elem","acı veren, üzücü"
"envâ-ı nimet","nimet çeşitleri"
"Fâtır-ı Hakîm","her şeyi hikmetle ve benzersiz olarak yaratan Allah"
"gaflet","sorumsuzluk, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"hadis-i sahih","sahih hadis; Peygamber Efendimize (a.s.m.) ait olduğu kesin bilinen ve doğru sened ve güçlü râvîlerle rivâyet edilen hadis"
"hadsiz","sayısız, sınırsız"
"hararet","ısı, yanma"
"hususan","bilhassa, özellikle"
"ihsan","bağış, iyilik, lütuf"
"ihsas etmek","hissettirmek"
"illet","hastalık, belâ"
"kâinat","evren"
"keffâretü’z-zünub","günahların bağışlanmasına vesile"
"maraz","hastalık"
"meşru","helal, dine uygun"
"müttefikan","birleşerek, fikir birliğiyle"
"nevi","çeşit, tür"
"nimet","iyilik, lütuf"
"nimet-i İlâhiye","Allah’ın sunduğu nimet"
"sarf etmek","harcamak"
"sefahet","yasak zevk ve eğlenceye düşkünlük"
"sevk etmek","göndermek, yönlendirmek"
"sıhhat","sağlık, sağlamlık"
"şuursuz","bilinçsiz"
"şükür","Allah’a karşı minnet duyma, teşekkür etme"
"teçhiz etmek","donatmak"
"tesir","etki"
"uhrevî","ahirete ait"
"ziyadeleştirmek","artırmak"
"acz","güçsüzlük"
"âhiret","öldükten sonra yaşanacak olan sonsuz hayat"
"alâkadar","alakalı, ilgili"
"bahusus","özellikle"
"belâ","büyük sıkıntı"
"cihet","yön, taraf"
"cüz’î","ferdî, küçük"
"daimî","devamlı, sürekli"
"dehşetli","korkunç, ürkütücü"
"devâ","ilâç, çare"
"ecel","ölüm vakti"
"elem","acı, sıkıntı, keder, üzüntü"
"evvel","önce"
"evvelâ","ilk olarak"
"firak","ayrılık"
"gaflet","sorumsuzluk, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"hadsiz","sayısız"
"Hâlık","her şeyi yaratan Allah"
"hayat-ı dünyeviye","dünya hayatı"
"hayat-ı ebediye","sonsuz hayat, âhiret hayatı"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"itikad","inanç"
"Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"kat’î","kesin olarak"
"kudret","güç, iktidar"
"mevcudat","varlıklar"
"mukadder","takdir olunmuş, belirlenmiş"
"muvakkat","gelip geçici"
"mütemadiyen","sürekli olarak"
"nazar-ı gaflet","gaflet bakışı, bir şeyin manasını anlamadan bakmak"
"nefis","maddî isteklere ve ihtiyaçlara olan doğal eğilim"
"rahmet","İlâhî şefkat, merhamet"
"risale","Risale-i Nur’u oluşturan bölümlerden her birisi"
"saniyen","ikinci olarak"
"sıhhat","sağlık, sağlamlık"
"sureten","görünüşte"
"sürur","mutluluk, sevinç"
"şekvâ","şikâyet"
"şifa","iyileşme"
"tagayyür etmek","değişmek"
"tahayyül etmek","hayal etmek"
"tevahhuş","korkma, ürküntü"
"tiryak","derman, ilâç"
"vesile olmak","aracı olmak"
"vücut","beden"
"zaaf","zayıflık"
"zâhirî","dış görünüş"
"zeval","gelip geçici olma"
"ahbap","dostlar, sevgililer"
"ahz-ı ücret","ücret alma"
"bilâkis","tersine, aksine"
"bostan-ı cinân","Cennet bahçeleri"
"dehşet","korku, ürkme"
"dehşetli","korkunç, ürkütücü"
"devâ","ilâç, çare"
"dirhem","eskiden kullanılan ve yaklaşık 3 gramlık ağırlığa karşılık gelen bir ölçü birimi"
"ebedî","sonsuz"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, inançsız kimseler"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"ehlullah","Allah dostları"
"evham","vehimler, kuruntular"
"fazl","cömertlik, yardım"
"hakikat","asıl, esas, gerçek"
"hakikî","asıl, gerçek"
"Hâlık-ı Rahîm","sonsuz merhamet ve şefkat sahibi olan ve herşeyi yaratan Allah"
"hayır","iyilik, faydalı ve sevaplı amel"
"hayrat","hayırlar"
"hikmet","sebep, fayda, gaye"
"hikmet-i İlâhiye","Allah’ın bütün âlemde gözettiği fayda ve gaye"
"hususan","bilhassa, özellikle"
"idame","devam ettirme"
"ittiham etmek","suçlamak"
"kat’î","kesin olarak"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"külfet","yük"
"maddî hastalık","bedende meydana gelen hastalık"
"mahiyet","nitelik, özellik"
"makam-ı saadet","mutluluk yeri"
"mânevî hastalık","ruhsal hastalık; ruhta meydana gelen hastalık"
"mukabil","karşılık"
"mukaddeme","başlangıç"
"mühim","önemli"
"nazar","bakış"
"rahmet","İlâhî şefkat, merhamet"
"rıza","memnuniyet, hoşnutluk"
"saadet","mutluluk"
"suret","biçim, şekil"
"şeksiz","şüphesiz"
"talim","eğitim"
"talimat","eğitimler"
"terhis","göreve son verme, serbest bırakma"
"teslimiyet","bağlılık, kendini Allah’ın iradesine bırakma"
"ubudiyet","kulluk"
"vasıta","araç"
"vazife-i hayat","hayat vazifesi, görevi"
"vesile","araç, vasıta"
"zindan-ı dünya","dünya zindanı"
"ziyade etmek","artırmak, çoğaltmak"
"zulümat-ı ebediye","sonsuz karanlıklar"
"aks-i maksad","maksadın aksi"
"Cenâb-ı Hak","Hakkın tâ kendisi olan şeref ve yücelik sahibi Allah"
"devâ","ilâç, çare"
"divanelik","akılsızlık"
"elem","keder, üzüntü"
"elhamdü lillâhi alâ külli hal","her türlü hâl için Allah’a hamd olsun!"
"evrâd","zikirler"
"evvel","önce"
"evvelki","önceki"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"Hâlık-ı Rahîm","sonsuz merhamet ve şefkat sahibi olan ve herşeyi yaratan Allah"
"hikmet","sebep, fayda, gaye"
"lezzet-i mâneviye","mânevî lezzet"
"lezzet-i ruhiye","ruhun lezzet alması"
"mâdum","yok"
"mahrumiyet","yoksun kalma"
"mertebe","derece, makam"
"musibet","belâ, büyük sıkıntı"
"mü’min","Allah’a ve Ondan gelen herşeye inanan"
